gender,age,education_level,income,employment_status,city,credit_score,experience_years,loan_amount,hired,loan_approved
Female,52,PhD,128053.0,Employed,Metropolis,407.0,31,29907,No,No
Female,22,Masters,117091.0,Unemployed,Metropolis,,0,33943,No,No
Female,24,Bachelors,179010.0,Employed,Metropolis,333.0,0,29046,Yes,No
Female,24,Masters,,Self-Employed,Gotham,737.0,1,78815,Yes,Yes
Male,58,Masters,173946.0,Employed,Star City,575.0,37,11533,Yes,Yes
Female,40,Bachelors,120341.0,Employed,Star City,793.0,21,27046,No,Yes
Female,50,Bachelors,90896.0,Self-Employed,Star City,481.0,35,95765,No,Yes
Male,46,Bachelors,62822.0,Employed,Star City,538.0,22,57403,Yes,No
Male,54,Bachelors,181822.0,Self-Employed,Gotham,647.0,29,62175,No,No
Female,57,Masters,132335.0,Employed,Metropolis,445.0,33,72742,No,No
Male,50,Bachelors,147828.0,Self-Employed,Metropolis,343.0,24,67487,Yes,Yes
Female,47,Masters,152766.0,Employed,Central City,798.0,22,34291,Yes,Yes
Female,25,PhD,189018.0,Employed,Metropolis,594.0,0,88052,Yes,Yes
Female,35,High School,162624.0,Employed,Star City,830.0,14,91160,Yes,Yes
Male,48,Bachelors,103331.0,Employed,Metropolis,510.0,22,49377,Yes,Yes
Male,54,Masters,166343.0,Employed,Central City,701.0,35,12004,No,Yes
Female,43,Masters,110201.0,Unemployed,Gotham,530.0,25,54729,No,No
Male,24,Masters,95651.0,Employed,Star City,638.0,0,80970,Yes,No
Female,44,Bachelors,131917.0,Employed,Metropolis,304.0,16,47014,No,No
Female,42,Bachelors,190066.0,Self-Employed,Metropolis,610.0,17,51312,Yes,Yes
Male,44,Bachelors,57186.0,Employed,Gotham,461.0,20,61126,Yes,No
Male,25,PhD,60267.0,Employed,Central City,515.0,8,68477,Yes,No
Male,42,Bachelors,69140.0,Employed,Gotham,470.0,19,14561,No,No
Male,58,PhD,186007.0,Self-Employed,Central City,551.0,37,43831,Yes,No
Female,52,Bachelors,61748.0,Employed,Star City,337.0,31,76931,No,Yes
Female,42,PhD,120139.0,Employed,Star City,527.0,16,68892,No,No
Female,47,Masters,164909.0,Self-Employed,Gotham,577.0,23,60682,Yes,Yes
Female,56,Bachelors,94875.0,Self-Employed,Metropolis,584.0,33,10052,No,No
Male,59,Masters,170682.0,Employed,Metropolis,809.0,38,29535,Yes,Yes
Female,45,Bachelors,58615.0,Employed,Central City,665.0,17,65016,Yes,Yes
Female,32,Bachelors,,Self-Employed,Central City,367.0,7,73838,No,No
Female,50,Bachelors,183419.0,Employed,Star City,403.0,28,97590,No,Yes
Female,24,Bachelors,,Self-Employed,Metropolis,700.0,0,45554,No,Yes
Male,22,Bachelors,85122.0,Employed,Metropolis,545.0,0,24675,Yes,Yes
Female,40,Masters,103086.0,Employed,Central City,491.0,15,43912,Yes,Yes
Male,43,Masters,58205.0,Employed,Metropolis,595.0,15,12112,Yes,Yes
Male,35,Bachelors,48459.0,Employed,Star City,443.0,18,23751,Yes,No
Male,35,Masters,184822.0,Employed,Metropolis,325.0,11,43063,No,Yes
Female,37,Masters,57729.0,Employed,Gotham,550.0,14,37565,No,Yes
Female,54,PhD,68585.0,Employed,Star City,492.0,28,60732,Yes,No
Female,34,Masters,113698.0,Employed,Metropolis,680.0,12,77961,Yes,Yes
Female,59,Bachelors,75635.0,Employed,Metropolis,301.0,39,82755,No,Yes
Female,33,Bachelors,59104.0,Self-Employed,Central City,344.0,7,78163,Yes,No
Female,59,Masters,44770.0,Employed,Gotham,302.0,33,47573,No,No
Male,54,High School,158750.0,Employed,Star City,748.0,30,26365,Yes,Yes
Male,54,High School,152245.0,Employed,Star City,,26,71506,No,No
Male,50,Bachelors,154011.0,Employed,Metropolis,590.0,29,68937,Yes,Yes
Female,26,Bachelors,179029.0,Employed,Metropolis,577.0,7,89735,No,No
Female,27,Bachelors,85178.0,Employed,Gotham,475.0,0,99538,No,Yes
Male,52,Bachelors,125155.0,Employed,Metropolis,581.0,33,18701,No,No
Male,37,Bachelors,50828.0,Employed,Gotham,419.0,18,17935,No,No
Female,52,Masters,47171.0,Employed,Star City,473.0,18,61043,No,No
Male,46,Bachelors,174218.0,Self-Employed,Metropolis,738.0,19,27845,No,Yes
Female,54,Bachelors,153249.0,Employed,Gotham,758.0,29,82456,Yes,Yes
Female,34,High School,44202.0,Employed,Metropolis,640.0,14,89797,Yes,No
Male,31,High School,198214.0,Employed,Metropolis,420.0,10,93919,No,No
Male,45,Bachelors,117367.0,Employed,Gotham,792.0,19,44738,Yes,Yes
Female,31,Bachelors,89046.0,Employed,Star City,575.0,15,11551,Yes,Yes
Female,52,Bachelors,39849.0,Self-Employed,Metropolis,328.0,27,95771,Yes,No
Male,34,Masters,181511.0,Employed,Gotham,543.0,8,26485,Yes,Yes
Female,24,Bachelors,108872.0,Employed,Gotham,620.0,0,50851,Yes,No
Male,55,Bachelors,65344.0,Employed,Metropolis,651.0,32,93380,No,Yes
Male,49,Bachelors,166123.0,Employed,Gotham,831.0,30,35309,Yes,Yes
Female,40,Masters,105604.0,Employed,Central City,380.0,14,37010,No,No
Female,44,Masters,178039.0,Employed,Gotham,592.0,22,77355,Yes,Yes
Male,53,Masters,,Self-Employed,Metropolis,593.0,31,27540,Yes,Yes
Female,34,Bachelors,126550.0,Employed,Gotham,796.0,11,14934,Yes,Yes
Female,54,Bachelors,104383.0,Employed,Gotham,757.0,33,84232,No,Yes
Male,55,Bachelors,71182.0,Employed,Metropolis,359.0,36,80472,Yes,No
Male,54,Masters,146810.0,Employed,Metropolis,842.0,33,63934,No,Yes
Female,26,High School,54180.0,Self-Employed,Metropolis,679.0,8,82404,Yes,Yes
Male,24,PhD,81372.0,Self-Employed,Metropolis,623.0,0,53155,Yes,Yes
Male,28,Masters,133427.0,Employed,Metropolis,361.0,4,19125,Yes,No
Male,45,Masters,99086.0,Employed,Gotham,445.0,18,38985,Yes,Yes
Female,43,High School,52163.0,Employed,Metropolis,661.0,23,29088,No,No
Female,44,Masters,149616.0,Employed,Star City,352.0,26,65593,Yes,No
Female,51,Bachelors,62934.0,Employed,Gotham,701.0,27,30702,No,Yes
Male,39,Bachelors,85595.0,Self-Employed,Star City,,18,73840,No,Yes
Female,53,Bachelors,56592.0,Employed,Gotham,382.0,25,28493,No,No
Female,28,Masters,53039.0,Employed,Metropolis,678.0,6,41327,No,No
Female,54,Bachelors,138305.0,Employed,Gotham,757.0,25,39295,No,Yes
Female,26,Bachelors,119262.0,Employed,Star City,380.0,4,36999,Yes,Yes
Male,49,High School,158383.0,Employed,Metropolis,813.0,19,53606,No,Yes
Female,29,Masters,64018.0,Employed,Metropolis,608.0,13,55460,Yes,No
Male,36,Masters,83158.0,Employed,Metropolis,793.0,13,17072,Yes,Yes
Male,25,Masters,165630.0,Employed,Metropolis,535.0,2,68622,Yes,Yes
Male,55,Bachelors,62174.0,Employed,Metropolis,336.0,40,99538,Yes,No
Male,26,Bachelors,125941.0,Employed,Metropolis,624.0,4,26773,Yes,Yes
Male,54,Bachelors,133381.0,Unemployed,Metropolis,355.0,25,51725,Yes,No
Female,26,Bachelors,176624.0,Unemployed,Gotham,420.0,2,18539,No,No
Male,59,PhD,196137.0,Self-Employed,Metropolis,613.0,40,19537,Yes,Yes
Female,55,Bachelors,137532.0,Employed,Gotham,510.0,29,42287,Yes,Yes
Male,47,Bachelors,163686.0,Employed,Gotham,402.0,23,58191,Yes,Yes
Male,22,Bachelors,64647.0,Employed,Gotham,738.0,6,58281,No,Yes
Female,25,Masters,87940.0,Unemployed,Metropolis,,0,86733,No,No
Male,47,Bachelors,161692.0,Employed,Gotham,713.0,24,37140,Yes,Yes
Male,54,Bachelors,184154.0,Employed,Metropolis,523.0,37,91290,Yes,Yes
Female,54,Masters,182963.0,Employed,Gotham,592.0,29,65167,Yes,No
Male,29,Bachelors,136566.0,Employed,Gotham,454.0,3,84057,Yes,No
Male,41,Masters,92395.0,Employed,Metropolis,331.0,11,68317,Yes,Yes
Male,37,Bachelors,80955.0,Employed,Metropolis,533.0,10,89963,Yes,Yes
Female,42,Masters,62314.0,Employed,Metropolis,788.0,16,34780,Yes,Yes
Female,47,High School,184572.0,Unemployed,Metropolis,632.0,23,69603,No,No
Female,44,High School,83685.0,Employed,Metropolis,316.0,23,57873,Yes,No
Female,39,Masters,153947.0,Self-Employed,Central City,713.0,16,87912,No,Yes
Male,52,Bachelors,94783.0,Employed,Metropolis,539.0,25,99835,Yes,No
Male,33,Bachelors,130229.0,Employed,Gotham,585.0,16,37578,Yes,Yes
Female,22,Bachelors,,Employed,Gotham,645.0,0,92282,No,Yes
Male,30,Masters,,Employed,Gotham,674.0,15,26715,Yes,Yes
Male,24,Bachelors,49567.0,Employed,Central City,315.0,2,37544,No,No
Male,47,PhD,187050.0,Employed,Star City,559.0,29,55763,Yes,No
Male,30,PhD,106089.0,Employed,Star City,660.0,10,50361,Yes,No
Female,37,Masters,170702.0,Employed,Central City,698.0,21,82523,Yes,Yes
Male,45,Bachelors,173075.0,Employed,Metropolis,759.0,22,56534,Yes,Yes
Male,35,Bachelors,71444.0,Employed,Gotham,815.0,11,84490,No,Yes
Male,24,Masters,116184.0,Employed,Star City,384.0,3,61935,Yes,No
Female,55,Bachelors,192679.0,Employed,Gotham,362.0,31,31674,No,Yes
Male,54,Bachelors,54821.0,Employed,Central City,399.0,33,49092,No,No
Male,45,High School,44601.0,Employed,Metropolis,594.0,29,21738,No,Yes
Female,30,High School,142882.0,Employed,Gotham,461.0,1,76018,No,Yes
Female,34,Bachelors,101657.0,Employed,Central City,477.0,11,64655,No,Yes
Male,23,Bachelors,199629.0,Employed,Metropolis,743.0,9,54435,No,Yes
Male,28,Masters,,Employed,Star City,,4,54818,Yes,Yes
Male,42,Bachelors,80502.0,Employed,Metropolis,627.0,24,21424,Yes,Yes
Male,40,Bachelors,153409.0,Employed,Gotham,341.0,21,96334,Yes,No
Male,46,High School,52098.0,Employed,Central City,541.0,18,70355,No,Yes
Male,43,Bachelors,148502.0,Self-Employed,Metropolis,641.0,22,38667,Yes,Yes
Male,32,Bachelors,105516.0,Employed,Metropolis,390.0,10,64384,Yes,Yes
Male,54,Masters,74280.0,Employed,Metropolis,327.0,40,63013,Yes,Yes
Female,53,PhD,38951.0,Self-Employed,Star City,758.0,20,19559,No,Yes
Female,42,Bachelors,38117.0,Employed,Star City,684.0,13,83850,No,Yes
Female,41,Bachelors,55979.0,Employed,Metropolis,786.0,18,92669,Yes,Yes
Male,29,Bachelors,46915.0,Unemployed,Metropolis,519.0,5,55374,Yes,No
Male,58,PhD,89261.0,Self-Employed,Star City,563.0,32,18735,No,Yes
Female,30,Masters,148825.0,Employed,Star City,420.0,4,81112,No,No
Male,46,Masters,128902.0,Employed,Metropolis,345.0,26,61352,No,No
Male,46,Bachelors,102964.0,Employed,Metropolis,579.0,20,61855,No,No
Female,54,PhD,65677.0,Employed,Star City,414.0,29,83742,Yes,No
Female,23,Bachelors,79830.0,Employed,Gotham,467.0,4,70719,Yes,Yes
Female,40,High School,38922.0,Employed,Central City,734.0,21,99873,Yes,Yes
Male,41,Masters,,Self-Employed,Gotham,545.0,17,74278,Yes,No
Male,50,PhD,97561.0,Employed,Gotham,783.0,22,68242,Yes,Yes
Female,27,High School,43220.0,Employed,Gotham,674.0,8,85110,No,No
Male,38,Bachelors,83380.0,Employed,Central City,579.0,12,53018,No,Yes
Female,46,High School,163838.0,Employed,Metropolis,321.0,29,29992,No,No
Female,59,Bachelors,151449.0,Employed,Metropolis,367.0,38,59755,No,No
Female,25,Bachelors,194231.0,Employed,Metropolis,357.0,2,14043,No,Yes
Male,51,PhD,40935.0,Employed,Star City,826.0,30,50022,Yes,Yes
Male,41,Masters,33784.0,Employed,Gotham,563.0,11,39264,No,Yes
Female,24,Masters,181293.0,Employed,Metropolis,722.0,7,56329,No,Yes
Female,44,Masters,190251.0,Employed,Gotham,798.0,21,64521,No,Yes
Female,39,Bachelors,48069.0,Employed,Metropolis,590.0,17,29876,Yes,No
Male,47,Masters,151185.0,Employed,Metropolis,468.0,22,87320,Yes,No
Male,57,Bachelors,65682.0,Employed,Metropolis,761.0,34,84732,No,Yes
Female,29,Bachelors,141547.0,Employed,Gotham,652.0,13,82290,No,Yes
Female,38,Bachelors,124303.0,Employed,Star City,539.0,14,62286,No,Yes
Female,52,Bachelors,157081.0,Self-Employed,Star City,582.0,28,57441,Yes,Yes
Male,58,Masters,107818.0,Employed,Central City,748.0,38,69155,Yes,Yes
Female,54,PhD,181182.0,Employed,Gotham,365.0,33,92734,Yes,Yes
Female,48,Bachelors,,Employed,Star City,626.0,32,18723,Yes,Yes
Female,25,Masters,192304.0,Employed,Metropolis,755.0,0,59157,Yes,Yes
Male,43,High School,74273.0,Employed,Metropolis,776.0,19,72058,Yes,Yes
Male,47,Masters,85210.0,Employed,Metropolis,584.0,19,46444,Yes,Yes
Female,53,Bachelors,103191.0,Self-Employed,Gotham,330.0,35,93454,No,No
Male,45,High School,59461.0,Employed,Metropolis,747.0,17,60636,No,Yes
Male,56,Bachelors,34610.0,Employed,Metropolis,513.0,35,12266,No,Yes
Female,58,Masters,86973.0,Employed,Gotham,324.0,30,77950,Yes,Yes
Male,53,Bachelors,168655.0,Employed,Metropolis,672.0,29,96379,Yes,Yes
Female,28,PhD,55583.0,Employed,Gotham,696.0,2,12552,Yes,No
Male,54,High School,178773.0,Employed,Gotham,636.0,31,72751,No,Yes
Female,52,PhD,36880.0,Self-Employed,Metropolis,579.0,38,98240,Yes,Yes
Female,33,Masters,119257.0,Self-Employed,Metropolis,847.0,5,56363,Yes,Yes
Male,32,Bachelors,142024.0,Employed,Metropolis,497.0,5,29244,Yes,Yes
Male,45,Bachelors,102417.0,Employed,Metropolis,778.0,25,43845,Yes,Yes
Male,29,Masters,33722.0,Employed,Gotham,369.0,6,70210,Yes,No
Male,53,Masters,50077.0,Employed,Star City,804.0,25,97359,No,Yes
Female,59,Masters,110868.0,Self-Employed,Metropolis,409.0,35,12526,No,No
Female,43,Bachelors,157430.0,Employed,Metropolis,,14,42501,No,Yes
Male,55,Bachelors,43229.0,Employed,Star City,696.0,31,43489,Yes,Yes
Male,40,PhD,103338.0,Employed,Metropolis,708.0,14,15801,Yes,Yes
Male,41,Bachelors,172511.0,Employed,Metropolis,650.0,20,32437,Yes,Yes
Female,35,Bachelors,196974.0,Employed,Gotham,833.0,15,72806,Yes,Yes
Male,54,Bachelors,32598.0,Unemployed,Gotham,800.0,21,76881,No,Yes
Female,31,Masters,,Employed,Gotham,720.0,9,10745,Yes,Yes
Female,37,Masters,165124.0,Employed,Star City,410.0,5,23326,Yes,Yes
Female,25,Bachelors,42741.0,Employed,Metropolis,508.0,3,18124,No,No
Male,48,High School,99360.0,Employed,Gotham,738.0,32,15599,Yes,No
Female,49,High School,,Employed,Metropolis,477.0,25,47581,No,No
Male,37,Bachelors,162321.0,Employed,Star City,724.0,16,86152,Yes,Yes
Male,54,Bachelors,184042.0,Employed,Star City,627.0,34,17764,No,Yes
Female,40,PhD,45565.0,Employed,Metropolis,310.0,21,50077,No,No
Female,42,Bachelors,86995.0,Employed,Metropolis,551.0,23,20891,No,Yes
Male,43,Bachelors,81656.0,Employed,Metropolis,534.0,22,19654,Yes,Yes
Male,30,Masters,75765.0,Employed,Metropolis,553.0,4,60499,No,Yes
Male,30,Bachelors,163086.0,Unemployed,Metropolis,777.0,10,39817,Yes,Yes
Male,30,Bachelors,144794.0,Employed,Gotham,428.0,13,74811,Yes,No
Male,48,High School,138987.0,Employed,Central City,831.0,27,75488,Yes,Yes
Male,38,Bachelors,175084.0,Self-Employed,Metropolis,399.0,16,59116,No,No
Male,29,PhD,87498.0,Employed,Metropolis,589.0,0,25538,Yes,Yes
Female,37,Bachelors,98776.0,Employed,Metropolis,525.0,10,35807,Yes,Yes
Female,39,Bachelors,153675.0,Employed,Metropolis,424.0,14,24289,Yes,Yes
Female,54,Masters,91711.0,Employed,Metropolis,737.0,27,79797,No,Yes
Male,22,PhD,72530.0,Employed,Star City,646.0,0,99128,Yes,No
Female,33,Bachelors,179090.0,Employed,Metropolis,482.0,7,79618,Yes,No
Female,27,Bachelors,158236.0,Unemployed,Central City,650.0,8,27963,No,Yes
Female,26,PhD,47916.0,Employed,Gotham,814.0,2,97519,Yes,No
Female,37,Bachelors,70376.0,Employed,Gotham,677.0,10,78955,Yes,Yes
Female,39,Masters,140713.0,Employed,Metropolis,764.0,13,28401,Yes,Yes
Male,39,Masters,146128.0,Employed,Gotham,639.0,17,95937,Yes,Yes
Male,22,Masters,115566.0,Employed,Gotham,440.0,0,13037,Yes,No
Female,40,Bachelors,107125.0,Employed,Metropolis,410.0,18,24501,No,No
Female,29,Bachelors,117519.0,Employed,Metropolis,560.0,6,27145,No,Yes
Female,24,Masters,42437.0,Employed,Central City,487.0,8,54932,Yes,No
Male,46,Bachelors,92146.0,Employed,Metropolis,670.0,27,57948,Yes,Yes
Male,26,Bachelors,57618.0,Self-Employed,Gotham,657.0,0,88374,Yes,Yes
Male,40,Bachelors,39705.0,Employed,Metropolis,572.0,10,92518,Yes,No
Female,39,High School,110912.0,Self-Employed,Metropolis,748.0,15,69546,Yes,Yes
Female,52,PhD,81750.0,Employed,Metropolis,716.0,25,79279,No,No
Male,54,Bachelors,74379.0,Employed,Metropolis,687.0,25,73039,No,No
Male,39,PhD,82682.0,Employed,Gotham,637.0,19,41966,Yes,No
Male,37,Bachelors,135894.0,Unemployed,Gotham,610.0,14,51376,Yes,No
Female,37,Bachelors,90384.0,Employed,Star City,628.0,19,16210,Yes,Yes
Female,59,Bachelors,160512.0,Employed,Star City,346.0,36,76123,Yes,Yes
Female,28,Masters,81128.0,Employed,Metropolis,448.0,5,39443,Yes,Yes
Male,35,Masters,162907.0,Employed,Gotham,649.0,7,86535,No,No
Female,46,Bachelors,51283.0,Employed,Star City,622.0,21,66335,Yes,Yes
Male,53,PhD,79506.0,Employed,Gotham,419.0,23,46426,Yes,No
Female,59,Bachelors,197035.0,Self-Employed,Gotham,697.0,40,75379,No,No
Male,43,Masters,155007.0,Employed,Star City,496.0,15,25845,Yes,No
Male,37,PhD,170251.0,Employed,Metropolis,712.0,15,73352,Yes,Yes
Female,50,Masters,124440.0,Employed,Star City,738.0,27,85951,No,Yes
Female,37,PhD,136649.0,Employed,Metropolis,336.0,16,55377,No,Yes
Male,33,Bachelors,41955.0,Employed,Gotham,486.0,11,31964,Yes,No
Female,38,Bachelors,168270.0,Employed,Metropolis,719.0,10,20375,No,Yes
Male,58,Bachelors,74588.0,Employed,Star City,759.0,34,57531,No,Yes
Male,48,Bachelors,172838.0,Self-Employed,Gotham,,31,91684,Yes,No
Male,46,Masters,126626.0,Employed,Gotham,486.0,20,15913,Yes,No
Male,34,Bachelors,99874.0,Employed,Star City,770.0,16,96946,No,Yes
Male,29,Masters,145117.0,Employed,Star City,377.0,9,39351,Yes,No
Male,26,Bachelors,166373.0,Employed,Star City,673.0,4,53329,No,Yes
Male,33,Bachelors,176216.0,Self-Employed,Metropolis,629.0,8,59932,Yes,Yes
Female,24,Masters,174856.0,Employed,Star City,424.0,3,68880,No,No
Male,56,Bachelors,97959.0,Self-Employed,Gotham,615.0,31,42938,Yes,Yes
Female,54,Masters,38272.0,Employed,Gotham,619.0,36,30608,Yes,Yes
Male,43,Bachelors,162645.0,Employed,Central City,774.0,15,61879,Yes,Yes
Female,30,Masters,54419.0,Employed,Metropolis,788.0,9,71836,Yes,Yes
Male,39,High School,78555.0,Employed,Metropolis,813.0,17,77644,Yes,Yes
Male,50,Bachelors,166248.0,Employed,Gotham,633.0,29,91012,Yes,Yes
Male,48,Masters,197233.0,Self-Employed,Star City,370.0,28,73297,No,No
Male,57,Masters,152082.0,Employed,Gotham,764.0,31,85386,Yes,Yes
Male,38,Bachelors,176236.0,Employed,Gotham,675.0,12,19987,Yes,Yes
Female,55,Bachelors,55379.0,Employed,Gotham,307.0,33,49384,Yes,No
Female,24,Bachelors,48368.0,Employed,Gotham,463.0,5,29388,Yes,Yes
Female,26,Bachelors,193843.0,Employed,Star City,594.0,3,21961,Yes,Yes
Female,35,Masters,134302.0,Employed,Metropolis,657.0,18,84382,Yes,Yes
Male,24,Masters,128906.0,Employed,Gotham,380.0,0,83180,Yes,No
Male,44,Bachelors,,Employed,Star City,574.0,19,74089,No,Yes
Male,51,Bachelors,123787.0,Employed,Gotham,839.0,30,52836,Yes,Yes
Male,44,Masters,61977.0,Employed,Metropolis,346.0,19,34843,Yes,No
Male,48,Bachelors,36714.0,Self-Employed,Metropolis,691.0,23,11092,Yes,Yes
Male,31,Masters,136680.0,Employed,Star City,378.0,10,52428,Yes,Yes
Male,46,High School,107237.0,Employed,Metropolis,812.0,27,85049,Yes,Yes
Male,34,Masters,175963.0,Employed,Metropolis,322.0,13,50095,Yes,No
Female,37,Bachelors,82299.0,Unemployed,Metropolis,527.0,15,47761,Yes,No
Female,55,Masters,95124.0,Self-Employed,Gotham,737.0,40,13079,No,Yes
Male,58,Bachelors,123052.0,Self-Employed,Star City,597.0,38,52468,Yes,Yes
Female,43,Bachelors,,Employed,Star City,559.0,19,22167,No,Yes
Female,38,Masters,144742.0,Employed,Metropolis,309.0,20,12135,No,Yes
Male,44,High School,,Self-Employed,Gotham,457.0,21,31305,Yes,No
Male,57,Bachelors,91516.0,Employed,Star City,457.0,37,56422,No,No
Male,30,Bachelors,155223.0,Employed,Metropolis,619.0,10,76222,Yes,Yes
Female,23,Bachelors,197188.0,Unemployed,Metropolis,501.0,1,19166,No,No
Female,53,PhD,113521.0,Employed,Star City,420.0,28,91993,No,No
Male,43,Masters,183223.0,Employed,Gotham,,20,64053,No,Yes
Male,34,High School,155673.0,Employed,Gotham,638.0,10,26964,Yes,Yes
Female,29,Masters,101366.0,Employed,Metropolis,559.0,8,37716,No,Yes
Male,22,Bachelors,70888.0,Employed,Star City,732.0,1,22199,Yes,Yes
Male,38,PhD,86195.0,Employed,Gotham,343.0,8,27280,Yes,No
Female,33,Bachelors,114010.0,Employed,Star City,458.0,12,12433,Yes,No
Female,25,Bachelors,128474.0,Employed,Central City,654.0,14,46720,Yes,Yes
Female,34,Bachelors,159986.0,Employed,Central City,397.0,10,82988,Yes,No
Female,52,Bachelors,98345.0,Employed,Star City,837.0,33,12169,No,Yes
Female,28,Bachelors,152617.0,Employed,Metropolis,538.0,8,56854,Yes,Yes
Male,44,Bachelors,188002.0,Employed,Star City,774.0,15,43590,Yes,Yes
Female,45,Masters,89117.0,Employed,Metropolis,823.0,24,36787,Yes,Yes
Male,26,Bachelors,53095.0,Employed,Star City,691.0,0,87062,Yes,Yes
Female,26,PhD,33991.0,Self-Employed,Metropolis,,3,12139,No,No
Male,38,Bachelors,53519.0,Employed,Gotham,812.0,10,38425,Yes,Yes
Female,51,Masters,56657.0,Employed,Metropolis,688.0,30,51273,Yes,Yes
Male,30,PhD,30826.0,Employed,Star City,509.0,6,78185,Yes,Yes
Male,27,Masters,112049.0,Employed,Metropolis,353.0,10,64241,Yes,No
Male,46,Masters,47801.0,Self-Employed,Gotham,451.0,18,49821,Yes,No
Male,40,Masters,190918.0,Self-Employed,Star City,709.0,21,11489,No,Yes
Female,37,Bachelors,69566.0,Employed,Gotham,309.0,16,53568,No,No
Female,42,Masters,184229.0,Employed,Metropolis,567.0,16,75109,Yes,Yes
Male,23,Bachelors,189435.0,Employed,Gotham,750.0,0,45300,No,Yes
Male,31,Bachelors,160794.0,Employed,Metropolis,496.0,7,27039,No,Yes
Male,37,Bachelors,166208.0,Employed,Gotham,697.0,15,79254,No,Yes
Male,58,Masters,47421.0,Employed,Central City,351.0,31,95902,Yes,No
Male,36,Bachelors,108027.0,Employed,Gotham,768.0,10,61826,No,Yes
Female,34,Bachelors,37546.0,Employed,Metropolis,667.0,15,82980,Yes,No
Male,34,Bachelors,101439.0,Employed,Metropolis,673.0,8,81745,No,Yes
Male,53,PhD,46406.0,Employed,Central City,358.0,33,83402,No,No
Male,29,High School,160209.0,Employed,Metropolis,593.0,11,46783,No,Yes
Male,39,High School,39825.0,Employed,Gotham,409.0,13,32360,Yes,No
Male,57,Bachelors,,Unemployed,Gotham,841.0,30,59352,No,Yes
Female,47,PhD,85619.0,Employed,Star City,406.0,28,16611,No,Yes
Male,31,PhD,113114.0,Employed,Star City,596.0,7,39105,Yes,No
Male,52,Masters,137071.0,Self-Employed,Metropolis,394.0,28,83865,Yes,No
Male,54,Masters,168995.0,Self-Employed,Gotham,771.0,37,54023,No,Yes
Male,50,Bachelors,64374.0,Employed,Gotham,378.0,26,44243,Yes,Yes
Male,26,PhD,94368.0,Employed,Metropolis,549.0,5,39853,Yes,Yes
Female,34,Bachelors,38316.0,Employed,Metropolis,638.0,5,54373,No,Yes
Female,22,Bachelors,40556.0,Employed,Gotham,356.0,0,95824,No,No
Female,44,Bachelors,171130.0,Unemployed,Metropolis,446.0,18,89163,Yes,No
Male,24,Bachelors,134554.0,Employed,Star City,316.0,0,38807,No,No
Male,24,Masters,186554.0,Employed,Metropolis,667.0,0,10448,Yes,Yes
